similar_product,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name
lion's main mushroom capsules,67820,0.9019652,Abundance Supplements         ,Supplements                   ,vegan cinnamon sugar doughnut 2pk,52075,Nature's Way                  
licorice root,52076,0.9241961,Nature's Way                  ,Supplements                   ,vegan cinnamon sugar doughnut 2pk,52075,Nature's Way                  
cats claw,1037658,0.9348495,Benedictine                   ,Supplements                   ,organic low fat cottage cheese,52074,Nature's Way                  
andrographis extract,666009,0.9632602,Herb Pharm                    ,Supplements                   ,organic low fat cottage cheese,52074,Nature's Way                  
"tumeric extra strength 1,000 mg",586159,0.9231565,Youtheory                     ,Supplements                   ,organic low fat cottage cheese,52074,Nature's Way                  
feverfew herb,553348,0.90944386,Nature's Way                  ,Supplements                   ,organic low fat cottage cheese,52074,Nature's Way                  
boswellia extract capsules,553346,0.95439714,Nature's Answer               ,Supplements                   ,organic low fat cottage cheese,52074,Nature's Way                  
cats claw,1037658,0.9370242,Benedictine                   ,Supplements                   ,balm magic arnica menthol,52072,Nature's Way                  
andrographis extract,666009,0.9653291,Herb Pharm                    ,Supplements                   ,balm magic arnica menthol,52072,Nature's Way                  
"tumeric extra strength 1,000 mg",586159,0.9005187,Youtheory                     ,Supplements                   ,balm magic arnica menthol,52072,Nature's Way                  
boswellia extract capsules,553346,0.95657223,Nature's Answer               ,Supplements                   ,balm magic arnica menthol,52072,Nature's Way                  
lion's mushroom dual extract,520002,0.90760815,Malama Mushrooms              ,Supplements                   ,balm magic arnica menthol,52072,Nature's Way                  
vanilla almond milk,417081,0.90604717,Silk                          ,Refrigerated                  ,saag paneer,52061,Califia Farms                 
almond milk extra creamy,105750,0.91718173,Almond Breeze                 ,Refrigerated                  ,saag paneer,52061,Califia Farms                 
almond milk unsweetened gf,42170,0.97340965,Califia Farms                 ,Refrigerated                  ,saag paneer,52061,Califia Farms                 
almond milk holiday nog,39847,0.9415339,Califia Farms                 ,Refrigerated                  ,saag paneer,52061,Califia Farms                 
almond breeze orig unswt,31347,0.9298792,Blue Diamond                  ,Refrigerated                  ,saag paneer,52061,Califia Farms                 
bilberry & artic berries eye treatment,520260,0.91283214,Nourish Organic               ,Body Care                     ,cinnamon ground og,52009,Andalou Naturals              
dreamy cream night cannacell,52010,0.9790393,Andalou Naturals              ,Body Care                     ,cinnamon ground og,52009,Andalou Naturals              
happy day cream cannacell,52002,0.9615778,Andalou Naturals              ,Body Care                     ,cinnamon ground og,52009,Andalou Naturals              
dreamy cream night cannacell,52010,0.96304,Andalou Naturals              ,Body Care                     ,cacao nibs sweetened og,52002,Andalou Naturals              
d puff eye cream cannacell,52009,0.9615778,Andalou Naturals              ,Body Care                     ,cacao nibs sweetened og,52002,Andalou Naturals              
facial serum cannacell,52006,0.9243946,Andalou Naturals              ,Body Care                     ,cacao nibs sweetened og,52002,Andalou Naturals              
lotion hand & body lemon,15379,0.9069953,Avalon Organics               ,Body Care                     ,cacao nibs sweetened og,52002,Andalou Naturals              
unscented shaving soap,32837,0.97276247,Dr  Bronner's                 ,Body Care                     ,beeswax tapers 10,50862,Dr  Bronner's                 
shaving soap gel og mint,29940,0.96645164,Dr  Bronner's                 ,Body Care                     ,beeswax tapers 10,50862,Dr  Bronner's                 
brightening day cream,520188,0.95712847,Acure                         ,Body Care                     ,candle beeswax corncob,50861,Acure                         
brightening facial scrub,61408,0.9078097,Acure                         ,Body Care                     ,candle beeswax corncob,50861,Acure                         
soothing cleansing cream,50860,0.90792465,Acure                         ,Body Care                     ,candle beeswax corncob,50861,Acure                         
brightening cleansing gel,520181,0.9010764,Acure                         ,Body Care                     ,carved beeswax egg,50860,Acure                         
mattifying moisturizer,50861,0.90792465,Acure                         ,Body Care                     ,carved beeswax egg,50860,Acure                         
hawaiian detox scrub,44048,0.91902494,Alba Botanica                 ,Body Care                     ,carved beeswax egg,50860,Acure                         
psyllium husk whole og,9943,0.9067728,Frontier Coop                 ,Bulk                          ,candle beeswax buddha,50841,Frontier Coop                 
hair mask for dry hair,282254,0.90148914,Eco Love                      ,Body Care                     ,candle beeswax pumpkin,50833,Field Day                     
lemongrass clarify conditioner,70061,0.9365351,Acure                         ,Body Care                     ,candle beeswax pumpkin,50833,Field Day                     
daily workout watermelon conditioner,70026,0.91318274,Acure                         ,Body Care                     ,candle beeswax pumpkin,50833,Field Day                     
juice cleanse conditioner,52779,0.9109292,Acure                         ,Body Care                     ,candle beeswax pumpkin,50833,Field Day                     
conditioner lavender,50830,0.9745737,Field Day                     ,Body Care                     ,candle beeswax pumpkin,50833,Field Day                     
lemongrass zen body wash,452265,0.92524827,Vermont Soap                  ,Body Care                     ,vanilla beans,50831,Field Day                     
sunshea body wash,452242,0.91024023,Vermont Soap                  ,Body Care                     ,vanilla beans,50831,Field Day                     
clearing bubble bath,417078,0.9099629,Aura Cacia                    ,Body Care                     ,vanilla beans,50831,Field Day                     
lavender ecstasy body wash,134202,0.9162712,Vermont Soap                  ,Body Care                     ,vanilla beans,50831,Field Day                     
redwoods shampoo body wash,133909,0.91372126,Avital's Apiaries             ,Body Care                     ,vanilla beans,50831,Field Day                     
manuka honey leave-in conditioner,519662,0.90833735,Shea Moisture                 ,Body Care                     ,vanilla beans og,50830,Field Day                     
hair mask for dry hair,282254,0.91999316,Eco Love                      ,Body Care                     ,vanilla beans og,50830,Field Day                     
lemongrass clarify conditioner,70061,0.92804986,Acure                         ,Body Care                     ,vanilla beans og,50830,Field Day                     
daily workout watermelon conditioner,70026,0.91440964,Acure                         ,Body Care                     ,vanilla beans og,50830,Field Day                     
angelica lavender conditioner,60137,0.9118375,Oneka                         ,Body Care                     ,vanilla beans og,50830,Field Day                     
lemongrass clarify conditioner,70061,0.91347605,Acure                         ,Body Care                     ,urban prpl crew socks m,50829,Field Day                     
daily workout watermelon conditioner,70026,0.9023301,Acure                         ,Body Care                     ,urban prpl crew socks m,50829,Field Day                     
juice cleanse conditioner,52779,0.90649956,Acure                         ,Body Care                     ,urban prpl crew socks m,50829,Field Day                     
conditioner coconut lemongrass,50833,0.96137,Field Day                     ,Body Care                     ,urban prpl crew socks m,50829,Field Day                     
